Gene,BreastEarly_1,BreastEarly_2,BreastEarly_3,BreastMid_1,BreastMid_2,BreastMid_3,BreastLate_1,BreastLate_2,BreastLate_3,LungMetastasis_1,LungMetastasis_2,LungMetastasis_3
Fam83f,0,2,3,0,0,0,5,6,6,2,0,0
Fam83g,12,11,10,4,1,1,21,22,23,3,5,1
Fam83h,51,49,42,4,6,3,74,69,56,44,17,15
Fam89a,3,2,1,0,0,0,3,2,2,1,0,0
Fam8a1,23,20,15,4,2,4,22,28,21,25,16,16
Fam90a1b,0,0,1,0,0,0,0,0,0,0,0,0
Fam91a1,31,29,44,15,7,5,25,29,28,34,19,22
Fam98a,13,28,20,1,0,0,9,19,16,17,17,7
Fam98b,6,13,8,0,0,1,4,8,5,4,0,2
Fam98c,5,1,3,8,7,3,3,3,2,8,6,4
Fan1,7,9,5,1,0,0,7,6,6,24,13,11
Fanca,29,20,17,1,0,0,20,14,9,15,7,8
Fancb,0,1,0,0,1,1,2,1,0,1,0,2
Fancc,24,26,23,0,0,0,22,13,14,22,14,8
Fancd2,2,4,3,0,0,0,6,6,3,4,0,2
Fancd2os,1,0,4,2,1,0,1,0,0,0,0,0
Fance,13,15,10,8,22,8,13,24,16,35,15,15
Fancf,0,1,5,0,1,1,2,1,0,2,0,2
Fancg,13,16,9,0,0,0,6,14,4,12,6,6
Fanci,9,8,0,0,0,0,3,5,5,2,2,1
Fancl,3,7,6,0,0,0,3,0,1,6,1,2
Fancm,23,14,17,1,0,0,9,2,5,8,7,7
Fank1,0,0,0,0,0,0,0,0,0,5,2,3
Fap,3,3,3,0,0,0,0,1,0,1,0,3
Far1,64,100,86,5,7,2,31,32,23,34,18,15
Far1os,12,15,19,0,0,0,3,3,1,2,0,1
Far2,4,6,3,1,0,0,1,2,1,1,2,1
Farp1,98,109,91,24,23,16,50,63,48,142,93,81
Farp2,11,19,15,0,1,2,8,14,10,18,9,21
Fars2,8,10,5,0,1,0,5,6,10,26,6,9
Farsa,21,28,15,12,4,1,16,17,12,39,27,19
Farsb,18,12,22,1,0,0,9,19,9,5,8,10
Fas,0,2,2,0,0,0,0,3,0,6,3,2
Fasn,212,199,185,220,106,137,165,170,179,597,349,353
Fastk,36,38,34,10,11,7,43,29,32,54,38,26
Fastkd1,11,3,8,1,0,0,6,5,5,11,3,2
Fastkd2,5,8,6,1,1,1,1,6,2,1,2,1
Fastkd3,4,7,6,1,0,4,2,3,1,5,3,5
Fastkd5,3,0,1,6,8,2,0,1,3,1,1,0
Fat1,177,192,168,79,74,40,165,140,123,200,112,101
Fat2,16,17,12,1,0,0,29,26,23,20,6,11
Fat3,0,0,0,0,0,0,0,0,3,37,25,27
Fat4,7,3,3,1,1,2,1,1,2,45,26,23
Fau,29,49,39,1,1,1,85,76,51,7,3,12
Fau-ps1,0,0,0,0,0,0,0,0,0,0,0,0
Fau-ps2,0,0,1,0,0,0,0,0,0,0,0,0
Faxc,12,8,11,1,0,0,12,10,13,2,0,0
Faxdc2,1,0,2,0,0,0,0,0,0,1,0,1
Fbf1,43,43,48,9,10,7,31,32,27,109,47,52
Fbh1,37,42,35,16,10,8,22,23,24,46,39,41
Fbl,17,19,14,2,4,0,16,12,12,12,10,8
Fblim1,105,88,98,55,62,34,87,94,74,66,38,46
Fbll1,0,0,0,0,0,0,0,0,0,0,0,0
Fbln1,0,0,1,1,0,0,3,1,20,13,4,8
Fbln2,9,21,19,7,8,4,27,24,25,16,7,13
Fbln5,3,4,2,0,0,0,1,2,0,8,14,5
Fbln7,0,0,0,0,1,0,0,2,2,0,0,0
Fbn1,20,21,23,14,27,30,20,13,15,68,58,48
Fbn2,3,2,3,0,0,0,6,4,4,30,15,13
Fbp1,0,0,1,0,0,0,2,0,0,0,0,0
Fbp2,0,0,0,0,0,0,0,1,1,2,3,3
Fbrs,74,68,70,6,37,39,84,99,79,201,114,103
Fbrsl1,47,56,41,4,0,3,40,45,37,116,66,42
Fbxl12,11,7,8,12,3,4,9,8,4,17,20,15
Fbxl12os,1,1,1,0,0,0,0,0,1,0,0,0
Fbxl13,0,2,1,0,0,0,0,0,0,3,4,4
Fbxl14,16,26,15,16,22,10,37,49,37,24,12,4
Fbxl15,1,2,1,0,0,0,1,2,1,1,1,1
Fbxl16,3,1,0,0,1,0,0,0,3,0,0,1
Fbxl17,23,37,35,19,10,12,27,30,30,80,41,51
Fbxl18,27,25,34,17,17,10,32,29,24,30,17,11
Fbxl19,35,41,28,9,10,6,66,67,60,77,48,34
Fbxl2,2,2,5,0,0,0,5,3,2,4,3,3
Fbxl20,53,85,51,9,10,24,34,34,40,33,26,21
Fbxl21,0,0,0,0,0,0,0,0,1,0,0,0
Fbxl22,3,3,3,0,0,0,2,1,1,2,3,1
Fbxl3,21,37,24,7,10,6,32,32,31,54,30,44
Fbxl4,9,7,7,0,0,0,3,1,2,5,2,6
Fbxl5,25,51,25,0,1,0,31,48,34,24,17,16
Fbxl6,13,13,15,15,17,16,21,16,24,30,18,9
Fbxl7,10,16,15,4,6,2,5,10,4,14,7,9
Fbxl8,0,5,2,0,0,0,4,3,0,4,5,1
Fbxl9,4,4,2,1,0,0,1,4,1,8,5,3
Fbxo10,5,10,6,18,5,5,8,17,8,8,7,5
Fbxo11,36,31,31,0,5,11,14,28,11,46,19,30
Fbxo15,0,0,0,0,0,0,1,0,0,0,0,0
Fbxo16,0,0,0,0,0,0,0,0,0,1,1,0
Fbxo17,0,2,1,0,0,0,4,8,1,4,6,2
Fbxo2,0,0,0,0,1,0,2,0,1,2,0,1
Fbxo21,10,9,4,3,2,2,10,3,6,19,9,7
Fbxo22,7,10,11,7,0,11,9,9,6,17,10,10
Fbxo24,0,0,0,0,1,0,0,0,0,2,3,1
Fbxo25,6,7,2,0,0,0,2,9,3,5,1,5
Fbxo27,0,2,0,0,0,0,0,0,0,0,0,1
Fbxo28,18,22,21,0,1,0,20,18,15,17,7,4
Fbxo3,17,18,10,1,1,1,8,17,22,25,13,15
Fbxo30,13,14,16,0,0,0,12,8,11,24,13,11
Fbxo31,19,10,12,1,1,4,8,12,7,42,23,19
Fbxo32,92,103,86,2,1,13,38,31,33,7,5,7
Fbxo33,11,6,10,0,1,0,9,10,7,13,13,3
Fbxo34,8,10,11,4,5,1,6,7,4,15,4,6
Fbxo36,1,2,0,0,0,0,3,0,2,2,0,0
Fbxo38,23,35,29,15,25,10,12,19,17,40,27,29
Fbxo39,0,0,0,0,0,0,1,0,0,1,0,0
Fbxo4,3,0,1,2,0,0,3,1,3,4,5,4
Fbxo40,0,1,0,0,1,27,0,0,0,0,0,1
Fbxo41,1,0,0,0,1,1,0,0,0,1,1,0
Fbxo42,28,33,23,3,2,2,25,31,23,29,17,18
Fbxo43,0,0,0,0,0,0,0,0,0,0,0,0
Fbxo44,6,5,2,2,1,1,4,4,3,7,4,2
Fbxo45,6,18,6,0,3,0,12,11,8,7,7,2
Fbxo46,14,12,12,9,8,6,15,9,15,11,5,7
Fbxo48,0,0,2,0,0,0,0,2,3,2,1,0
Fbxo5,3,6,3,0,0,0,4,6,7,2,2,0
Fbxo6,0,1,5,6,6,14,3,4,5,4,3,3
Fbxo7,17,9,14,4,2,1,4,8,7,12,8,6
Fbxo8,8,9,11,1,2,1,3,4,3,4,2,3
Fbxo9,20,16,9,1,1,3,2,6,9,31,25,19
Fbxw10,0,0,0,0,0,0,0,0,0,4,1,2
Fbxw11,37,37,34,0,1,1,24,36,34,20,15,5
Fbxw15,0,0,0,0,0,0,0,0,0,2,0,0
Fbxw17,5,2,1,0,4,1,5,3,5,8,5,8
Fbxw2,26,39,28,1,2,1,17,15,10,6,6,6
Fbxw24,0,0,0,0,0,0,0,0,0,4,0,0
Fbxw4,10,11,8,1,0,2,9,8,10,49,27,34
Fbxw5,23,15,20,2,2,1,10,9,9,50,22,21
Fbxw7,52,45,42,5,1,2,37,40,47,39,24,29
Fbxw8,26,14,17,17,31,11,24,29,22,69,50,54
Fbxw9,10,13,10,1,1,1,15,15,10,17,20,5
Fcamr,3,0,1,0,0,0,0,1,1,7,2,6
Fcer1g,0,4,0,0,1,8,1,4,7,3,1,2
Fcer2a,2,0,0,0,0,0,1,0,0,7,5,2
Fcf1,5,8,2,1,0,0,7,9,9,4,3,4
Fcgbp,569,507,467,1,0,5,78,71,63,16,9,9
Fcgbpl1,0,1,0,1,0,0,0,0,0,0,1,0
Fcgr1,1,1,1,0,0,0,1,0,1,1,2,2
Fcgr2b,3,1,1,0,0,0,1,2,2,0,1,1
Fcgr3,1,1,1,6,8,6,0,1,2,1,1,0
Fcgr4,0,2,0,2,1,1,1,0,0,0,0,0
Fcgrt,2,2,2,1,0,0,2,2,2,14,11,10
Fcho1,4,1,1,0,1,0,2,3,5,9,3,7
Fcho2,30,52,37,32,0,5,22,27,34,52,24,38
Fchsd1,12,5,7,9,8,9,13,13,19,26,12,9
Fchsd2,41,53,53,6,5,6,17,16,26,59,52,51
Fcmr,0,0,0,0,0,0,0,1,0,1,0,0
Fcna,0,0,0,0,0,0,0,0,0,0,1,0
Fcnaos,1,0,0,0,0,0,0,1,0,1,1,2
Fcor,0,0,0,0,0,0,0,0,0,0,0,0
Fcrl1,0,0,0,0,0,0,0,0,0,3,4,0
Fcrl2,3,4,1,0,0,0,2,3,1,17,3,3
Fcrl5,0,0,0,0,0,0,0,0,0,1,0,0
Fcrla,0,0,0,0,0,0,0,0,0,0,1,0
Fcrlb,0,0,0,2,0,0,0,1,0,0,0,0
Fcsk,23,7,8,5,6,3,19,13,16,27,24,17
Fdft1,4,4,9,1,1,5,10,8,8,18,7,5
Fdps,24,16,12,1,1,0,17,19,11,18,7,6
Fdx1,8,6,9,7,3,2,9,15,10,8,5,7
Fdx2,0,2,0,0,0,0,0,0,0,0,0,0
Fdxacb1,0,2,0,0,1,1,2,1,1,2,0,2
Fdxr,6,5,2,6,3,2,4,1,5,10,3,9
Fech,16,21,15,11,9,3,10,10,20,17,6,12
Fem1a,19,35,20,8,1,1,23,15,19,43,29,23
Fem1al,0,0,0,0,0,0,0,0,0,2,1,4
Fem1b,35,58,56,2,1,1,64,47,76,25,15,11
Fem1c,30,34,25,8,7,3,17,20,15,20,11,12
Fen1,1,0,0,0,0,0,0,1,1,0,3,0
Fendrr,0,0,0,0,0,0,1,1,1,149,103,101
Fer,25,16,10,0,0,0,5,5,3,26,15,19
Fer1l4,18,4,6,0,0,0,3,11,5,5,1,2
Fer1l5,4,4,0,0,0,0,3,3,0,4,4,0
Fer1l6,0,0,0,0,1,0,0,1,0,1,0,3
Ferd3l,0,0,1,0,0,0,0,0,0,0,0,0
Fermt1,3,4,2,2,2,2,4,8,3,0,0,3
Fermt2,33,51,50,12,19,10,53,62,57,73,41,48
Fermt3,10,3,3,2,9,11,5,2,2,27,16,13
Fes,35,24,26,13,14,8,10,17,13,86,34,44
Fev,1,0,1,1,2,0,0,0,0,0,0,0
Fez1,0,0,0,0,0,0,0,1,0,1,0,1
Fez2,5,5,4,0,0,0,3,4,6,6,7,10
Fezf1,0,0,0,0,0,0,0,0,1,0,0,0
Fezf2,0,0,0,0,0,0,0,0,1,2,0,0
Ffar1,0,0,0,0,0,0,0,0,0,1,0,0
Ffar2,0,0,0,0,0,0,1,0,0,0,1,0
Ffar4,0,1,0,0,2,1,0,0,0,5,2,1
Fga,0,0,0,0,0,1,0,0,0,0,1,0
Fgb,0,0,0,0,0,0,0,0,0,1,0,0
Fgd1,11,10,11,1,0,0,15,2,13,11,2,6
Fgd2,8,2,4,0,0,0,4,2,3,41,26,23
Fgd3,29,29,16,5,6,2,27,26,21,19,8,11
Fgd4,14,14,10,0,0,0,4,3,2,12,12,8
Fgd5,5,9,2,1,0,1,4,1,0,63,38,41
Fgd6,100,96,72,14,13,9,55,51,34,54,55,56
Fgf1,3,3,2,0,6,3,1,1,4,37,20,18
Fgf10,0,0,0,0,0,0,0,1,0,1,3,1
Fgf11,0,3,0,0,0,0,0,1,0,7,1,7
Fgf12,2,1,2,7,6,0,1,2,5,3,3,2
Fgf13,0,0,1,0,3,2,0,0,2,2,0,0
Fgf14,0,0,0,0,0,0,0,0,0,1,0,1
Fgf16,0,2,0,1,0,2,1,3,3,2,0,0
Fgf17,0,0,0,0,0,0,0,0,0,0,0,0
Fgf18,0,0,0,0,0,0,0,0,0,2,2,1
Fgf2,5,5,5,0,2,1,0,4,1,12,4,5
Fgf20,0,0,0,0,0,0,0,0,1,0,0,0
Fgf22,1,0,1,1,0,0,1,0,3,0,0,0
Fgf23,0,0,0,0,0,0,0,0,1,0,0,0
Fgf2os,0,0,0,0,0,0,0,0,0,1,0,1
Fgf3,0,0,0,0,0,0,0,1,0,0,0,0
Fgf4,0,0,0,0,0,0,0,0,0,0,0,0
Fgf6,0,0,0,0,0,0,0,0,0,0,0,0
Fgf7,2,2,1,0,0,0,0,0,0,5,1,3
Fgf9,0,0,0,0,0,0,0,0,0,1,0,0
Fgfbp1,0,0,0,0,0,0,1,0,0,3,4,2
Fgfbp3,0,0,0,0,0,0,1,1,1,1,1,2
Fgfr1,191,191,141,13,4,6,115,114,96,106,38,49
Fgfr1op2,24,35,22,3,1,1,19,21,12,23,10,19
Fgfr2,8,6,10,1,9,3,4,8,5,250,117,112
Fgfr3,2,2,3,2,2,1,6,6,5,116,86,74
Fgfr4,0,0,0,0,0,0,0,0,0,77,58,56
Fgfrl1,9,10,10,1,1,0,10,16,11,7,3,1
Fgg,0,0,0,0,0,0,0,0,0,1,0,0
Fggy,2,0,1,0,0,0,3,0,1,6,7,3
Fgl2,1,2,1,0,0,0,0,1,0,5,6,3
Fgr,1,0,1,0,0,1,0,2,0,19,9,8
Fh1,6,5,11,10,10,3,6,7,15,2,5,5
Fhad1,0,0,0,0,1,0,1,0,1,118,64,53
Fhad1os1,0,0,0,0,0,0,1,0,0,0,0,2
Fhad1os2,0,0,0,0,0,0,0,0,0,0,0,1
Fhdc1,37,37,27,7,13,5,18,17,15,24,16,19
Fhip1a,37,43,41,10,10,8,17,20,17,17,7,12
Fhip1b,60,72,78,6,4,2,28,28,24,40,26,20
Fhip2a,40,21,29,47,43,18,23,19,37,42,21,33
Fhip2b,20,25,24,7,5,4,23,21,23,42,34,19
Fhit,0,1,0,0,0,0,0,0,0,0,0,0
Fhitos,0,0,0,0,0,0,1,0,0,0,0,0
Fhl1,0,2,1,3,5,23,1,2,1,72,57,65
Fhl2,0,0,0,0,0,0,8,6,3,4,0,0
Fhl3,5,3,3,9,22,13,7,8,6,3,1,2
Fhod1,32,46,29,2,0,1,20,25,22,274,172,166
Fhod3,1,3,5,0,2,0,6,1,7,7,4,2
Fibcd1,0,0,1,0,1,0,0,2,1,0,0,1
Fibin,0,2,0,0,0,0,0,0,0,0,2,2
Fibp,20,17,13,1,0,1,9,20,14,38,16,18
Ficd,3,4,4,0,0,0,3,1,2,5,0,4
Fig4,7,6,3,8,6,4,4,7,9,20,23,10
Fign,4,3,3,0,0,0,0,0,0,12,8,1
Fignl1,0,6,4,0,0,0,4,2,4,0,2,0
Fignl2,5,10,6,4,4,1,10,12,12,22,23,13
Filip1,0,3,0,0,0,0,2,0,3,37,22,22
Filip1l,9,9,13,0,1,5,1,5,6,23,8,6
Fip1l1,38,49,34,10,6,3,34,45,32,49,32,42
Firre,116,124,91,10,5,12,47,58,51,310,190,149
Firrm,5,3,0,0,0,0,4,1,1,1,1,1
Fis1,11,10,6,24,12,8,12,13,16,12,3,13
Fitm1,0,0,0,0,0,0,0,0,0,0,0,0
Fitm2,14,11,11,6,4,3,8,11,9,6,4,5
Fiz1,14,17,8,1,2,2,15,15,18,10,4,4
Fjx1,3,1,2,0,2,0,2,4,2,6,1,2
Fkbp10,3,1,4,1,0,0,5,1,2,8,6,4
Fkbp11,4,6,2,10,6,4,9,8,3,0,0,0
Fkbp14,5,3,4,0,0,0,1,1,0,3,1,1
Fkbp15,46,38,41,10,7,9,32,28,24,85,48,52
Fkbp1a,22,22,18,29,30,15,39,46,34,18,11,19
Fkbp1b,2,0,2,0,0,0,0,1,0,2,0,1
Fkbp2,0,0,0,0,0,0,2,0,1,0,0,1
Fkbp3,11,11,8,1,0,0,9,9,5,5,1,0
Fkbp4,44,40,55,38,27,18,57,56,53,39,27,23
Fkbp5,99,92,83,13,14,9,26,22,34,16,9,7
Fkbp6,0,0,0,0,0,0,0,0,0,0,0,0
Fkbp7,0,1,1,0,0,0,0,0,1,0,0,2
Fkbp8,64,60,56,23,24,20,59,65,47,89,50,55
Fkbp9,9,9,7,2,0,10,7,9,18,50,22,29
Fkbpl,4,2,2,0,0,0,1,3,1,4,0,0
Fkrp,12,19,8,8,4,4,15,8,7,8,9,3
Fktn,16,16,17,2,2,2,12,10,11,6,8,5
Flacc1,0,1,0,0,0,0,0,0,0,2,0,0
Flad1,14,12,8,1,0,0,3,8,3,12,4,8
Flcn,17,32,16,0,0,0,19,20,22,51,32,29
Flg,0,0,0,0,0,0,16,13,13,0,0,0
Flg2,0,0,0,1,0,0,0,0,0,0,0,0
Fli1,3,3,3,1,1,1,0,1,7,26,11,8
Flicr,0,0,0,0,0,0,0,0,0,0,0,0
Flii,60,47,60,28,13,7,58,41,43,108,90,84
Flna,233,201,197,56,44,34,271,284,262,810,444,483
Flnb,313,290,261,78,64,44,255,224,231,120,77,56
Flnc,0,1,3,12,86,162,1,0,1,17,6,5
Flot1,25,34,27,0,0,0,24,17,22,63,33,25
Flot2,27,26,16,8,6,5,23,15,10,24,20,18
Flrt1,5,2,5,0,0,0,5,6,2,3,2,0
Flrt2,0,2,1,0,0,0,1,1,1,8,7,4
Flrt3,16,13,18,0,0,0,3,4,9,8,4,3
Flt1,5,12,8,3,2,3,12,11,21,60,28,38
Flt3,0,0,0,0,0,0,0,0,0,3,0,0
Flt3l,1,1,1,0,1,0,2,1,1,11,5,14
Flt4,1,3,1,3,5,4,1,2,0,23,14,13
Flvcr1,13,11,9,1,1,1,3,5,1,6,4,5
Flvcr2,3,2,0,0,0,0,1,2,0,11,2,2
Flywch1,4,5,10,5,18,4,5,7,9,30,18,22
Flywch2,1,0,0,0,0,0,1,1,0,0,1,0
Fmc1,4,2,2,0,0,0,1,1,0,0,0,0
Fmn1,67,76,39,12,10,6,26,28,25,22,14,11
Fmn2,0,1,0,1,0,0,0,0,0,2,2,0
Fmnl1,1,5,1,0,5,2,4,4,2,79,31,29
Fmnl2,12,18,11,2,2,1,6,11,7,31,15,15
Fmnl3,21,19,22,8,5,2,23,18,27,71,40,48
Fmo1,2,0,0,1,0,2,0,0,1,41,36,26
Fmo2,0,2,0,0,6,5,1,0,1,378,244,252
Fmo3,0,0,0,1,0,0,0,0,0,19,6,13
Fmo4,0,0,0,0,0,0,0,0,0,4,2,1
Fmo5,0,0,1,0,0,0,3,1,2,9,2,4
Fmo6,0,0,0,0,0,0,0,0,0,1,1,0
Fmod,0,2,0,1,0,0,1,0,1,2,1,1
Fmr1,21,33,22,6,5,1,21,27,21,27,26,20
Fmr1nb,0,0,0,0,0,0,0,0,0,1,0,0
Fn1,23,28,22,63,69,56,56,56,74,157,107,101
Fn3k,5,5,2,0,0,0,0,1,0,3,0,1
Fn3krp,11,3,5,1,1,1,2,5,4,6,2,3
Fnbp1,101,107,92,29,42,16,92,77,77,123,82,76
Fnbp1l,57,94,60,24,12,12,38,57,45,70,38,38
Fnbp4,47,50,50,10,5,4,26,45,32,73,41,41
Fnd3c2,0,1,1,0,0,0,1,0,0,0,0,0
Fndc1,2,2,1,2,15,26,1,1,12,20,7,8
Fndc10,7,9,5,0,15,7,4,7,11,3,1,1
Fndc10l,0,1,1,0,0,0,0,0,0,0,0,0
Fndc11,0,0,0,2,0,0,0,0,0,1,0,0
Fndc3a,94,111,94,31,29,16,87,94,81,57,28,40
Fndc3b,98,104,89,14,6,6,57,53,62,90,61,60
Fndc3c1,0,0,0,1,0,0,0,0,0,0,0,0
Fndc4,4,0,2,0,1,0,0,0,2,3,1,3
Fndc5,6,3,4,0,0,0,0,2,3,3,1,0
Fndc7,0,0,1,0,0,0,0,0,0,2,1,1
Fndc8,0,0,0,0,0,0,0,1,0,0,0,0
Fndc9,0,0,0,0,0,0,0,1,0,1,0,2
Fnip1,20,23,18,4,0,0,19,19,17,42,24,29
Fnip2,13,25,20,2,0,0,29,29,26,32,9,22
Fnta,22,14,13,0,0,0,13,19,7,19,9,9
Fntb,12,9,11,2,4,2,15,10,19,11,7,2
Focad,14,16,12,3,5,2,6,9,9,18,10,7
Folh1,0,0,0,0,0,0,0,0,0,0,0,0
Folr1,72,58,52,4,22,11,20,9,16,1,0,1
Folr2,0,1,0,0,0,0,1,1,1,0,0,0
Fos,61,58,42,19,32,24,43,49,40,68,18,19
Fosb,8,9,13,2,3,2,22,21,10,56,4,1
Fosl2,130,126,114,56,60,36,175,144,141,79,45,40
Foxa1,4,7,2,30,0,7,9,26,22,28,17,16
Foxa2,0,0,0,0,0,0,0,0,1,21,17,12
Foxa3,0,0,0,0,0,0,0,0,0,0,0,0
Foxb1,0,0,0,0,0,0,0,0,0,0,0,0
Foxb2,0,2,0,1,0,1,1,4,1,0,0,1
Foxc1,34,53,48,17,15,9,59,85,64,7,2,4
Foxc2,0,0,0,1,2,0,0,2,2,1,0,2
Foxd1,0,0,0,2,2,1,0,0,0,1,0,0
Foxd2,0,0,0,0,2,0,2,2,0,1,0,0
Foxd2os,2,1,2,1,0,0,2,0,0,0,0,0
Foxd3,0,0,0,0,0,0,0,0,0,3,0,1
Foxd4,0,0,0,0,0,0,0,0,0,0,0,0
Foxe1,0,0,0,0,3,1,0,0,0,0,0,0
Foxe3,0,0,0,0,0,0,0,0,0,0,1,0
Foxf1,0,0,1,7,5,3,0,1,0,8,9,12
Foxf2,4,0,0,0,0,0,1,1,1,12,12,13
Foxg1,0,0,2,0,4,1,0,0,1,0,0,0
Foxi1,59,63,57,0,9,7,3,7,8,0,0,1
Foxj1,0,0,2,0,0,0,1,4,0,26,8,14
Foxj2,22,15,15,8,3,13,14,15,17,43,24,22
Foxj3,22,30,23,13,19,10,17,16,10,19,19,15
Foxk1,42,47,35,16,33,30,77,59,56,53,31,25
Foxk2,16,30,20,25,26,23,31,22,23,26,11,18
Foxl1,0,0,0,0,0,0,0,1,0,3,0,0
Foxl2,0,1,0,1,1,0,0,0,0,0,0,0
Foxl2os,0,0,0,0,0,0,0,0,0,0,0,0
Foxl3,0,0,0,0,0,0,0,0,0,0,0,0
Foxm1,18,16,10,11,15,8,24,22,23,10,4,4
Foxn1,0,0,0,0,0,0,6,1,3,0,0,0
Foxn2,10,17,12,0,2,1,12,16,12,18,13,10
Foxn3,57,87,59,14,20,8,67,81,54,48,31,40
Foxn4,0,0,0,1,1,0,0,0,0,0,0,0
Foxo1,69,66,50,18,15,18,24,24,38,16,2,15
Foxo3,112,110,115,49,45,27,117,132,119,146,93,89
Foxo4,22,18,31,5,9,4,31,16,24,17,10,11
Foxo6,0,0,0,0,3,1,1,3,2,4,3,2
Foxp1,18,27,24,2,1,5,23,16,23,111,71,66
Foxp2,0,1,0,0,3,0,1,0,0,24,26,9
Foxp3,1,3,2,1,0,0,1,1,1,1,3,2
Foxp4,54,75,42,22,23,12,85,74,75,181,98,96
Foxq1,1,0,1,7,2,1,20,17,15,8,5,2
Foxr1,0,0,0,0,0,0,0,0,0,0,0,1
Foxr2,0,0,0,0,0,0,0,0,0,0,0,0
Foxred1,8,6,6,1,0,0,3,5,2,17,4,7
Foxred2,0,0,1,0,0,1,4,1,2,4,1,1
Foxs1,0,0,0,0,0,0,0,0,0,0,0,0
Fpgs,18,16,11,0,0,0,12,6,13,20,12,8
Fpgt,6,8,6,0,0,0,6,6,1,3,0,5
Fpr1,0,0,0,0,0,0,0,0,0,1,0,1
Fpr2,0,0,0,0,0,0,0,0,0,1,0,0
Fpr3,0,0,0,0,0,0,0,0,0,0,0,0
Fra10ac1,3,8,4,0,0,0,5,0,1,8,5,6
Fras1,6,3,3,6,4,4,4,0,1,25,8,16
Frat1,1,0,0,0,2,0,1,3,2,4,2,4
Frat2,3,3,2,1,0,1,3,1,2,5,2,2
Frem1,5,9,9,0,0,0,0,0,0,22,12,10
Frem2,0,0,0,0,0,0,1,0,0,14,4,5
Frey1,1,3,0,0,0,0,0,1,0,1,0,1
Frg1,10,10,6,1,0,0,8,10,2,4,2,4
Frg2f1,1,3,1,0,0,0,1,0,1,1,2,0
Frk,12,20,17,2,1,1,4,8,7,7,2,2
Frmd3,0,0,0,0,0,0,0,0,1,0,0,0
Frmd4a,16,27,22,7,9,6,31,24,23,57,27,32
Frmd4b,13,13,10,6,8,6,2,8,3,63,47,49
Frmd5,0,1,0,0,0,0,0,1,0,1,2,2
Frmd6,16,17,8,0,1,0,16,14,11,30,27,29
Frmd7,1,1,0,0,0,0,0,1,0,0,0,0
Frmd8,34,39,32,8,7,5,41,31,30,30,21,13
Frmd8os,1,0,0,0,0,0,0,0,0,0,0,0
Frmpd1,5,5,3,0,0,0,6,3,2,6,5,5
Frmpd2,0,0,0,0,0,0,0,0,0,15,11,10
Frmpd3,0,0,0,0,0,0,0,0,1,0,0,1
Frmpd4,0,0,0,0,0,0,0,0,0,1,0,0
Frrs1,38,61,45,3,3,4,36,58,37,11,3,3
Frrs1l,0,0,0,0,0,0,0,0,0,0,0,0
Frs2,40,33,31,1,2,2,20,25,25,27,8,12
Frs3,2,1,0,0,1,0,1,2,0,5,5,3
Frs3os,0,0,0,0,0,0,0,0,0,0,0,0
Fry,39,59,46,7,4,6,16,27,23,91,41,48
Fryl,76,94,72,16,4,6,74,74,59,199,128,111
Frzb,0,1,0,0,0,0,0,0,0,0,0,0
Fsbp,1,0,2,0,0,0,0,0,0,0,0,0
Fscn1,5,7,7,14,14,7,6,12,20,3,1,0
Fscn2,1,0,0,0,0,0,0,1,0,0,0,2
Fscn3,0,0,0,0,0,0,0,0,0,0,0,0
Fsd1,4,3,1,0,0,0,1,0,1,0,1,0
Fsd1l,5,11,9,0,0,0,4,2,6,8,3,9
Fsd2,0,0,0,0,0,1,0,0,0,12,1,2
Fsip1,0,0,1,0,0,0,0,0,0,8,1,0
Fst,0,1,0,1,0,0,8,2,5,2,3,5
Fstl1,11,13,19,27,33,14,9,9,16,18,5,13
Fstl3,1,0,1,2,0,0,1,1,2,6,1,2
Fstl4,0,1,0,11,5,1,0,1,1,2,2,1
Fstl5,0,0,0,0,1,0,0,0,1,1,0,0
Ftcd,0,0,0,0,0,0,0,0,0,0,0,0
Fth-ps2,0,1,4,0,0,0,0,0,0,0,4,2
Fth-ps3,0,0,0,0,0,0,0,0,0,0,0,0
Fth1,107,101,101,40,42,31,94,90,86,47,19,18
Fth1-ps,0,0,2,0,0,0,0,0,0,0,0,0
Fthl17a,0,0,1,0,0,0,0,0,0,0,0,0
Ftl1,26,29,23,0,0,1,50,44,48,29,16,8
Ftmt,0,0,0,0,0,0,0,0,0,0,0,0
Fto,42,41,31,28,30,14,37,31,33,34,10,23
Ftsj1,6,7,5,10,8,6,9,7,9,14,6,6
Ftsj3,34,23,21,1,0,2,33,28,28,49,18,18
Ftx,28,37,26,0,0,1,18,22,13,17,6,10
Fubp1,111,155,110,11,9,3,54,88,72,130,72,65
Fubp3,31,60,41,20,9,10,34,42,25,24,21,18
Fuca1,14,21,12,1,0,0,5,13,11,32,20,16
Fuca2,14,15,8,0,0,0,10,11,11,13,4,4
Fundc1,4,13,5,0,0,1,1,4,3,3,2,3
Fundc2,3,3,2,1,2,1,1,7,3,5,0,0
Fundc2b,0,0,0,0,0,0,0,0,0,0,1,0
Fuom,5,9,5,0,0,1,6,5,14,3,1,1
Furin,123,147,135,77,78,59,91,129,137,88,47,56
Fus,142,155,141,8,6,6,105,112,93,164,83,109
Fut1,0,0,0,0,0,0,0,0,0,0,0,0
